Server_Port  Client_Port  mean_IAT   mean_data_wire  mean_data_ip mean_data_control 
80	49944	0.127251	686.25	669.607143	16.642857
80	49948	0.000917	953.238532	937.055046	16.183486
80	49960	0.027098	673.09375	656.25	16.84375
80	49977	0.052377	784.891892	768.405405	16.486486
80	50076	0.048196	784.594595	768.108108	16.486486
80	50087	0.000539	827.808917	811.426752	16.382166
80	50100	0.083229	752.387097	735.806452	16.580645
80	50118	0.100363	718.969697	702.363636	16.606061
80	50128	0.040224	730.37931	713.827586	16.551724
80	50146	0.000643	887.120482	870.831325	16.289157
80	50192	0.002061	783.608696	766.978261	16.630435
80	50385	0.033981	832.297872	815.829787	16.468085
135	1916	0.271993	202.307692	185.538462	16.769231
135	1992	0.513764	192.142857	175.142857	17
135	2201	0.62531	182	165.6	16.4
3306	2140	0.126414	241.6	224.55	17.05
3306	2142	0.143324	76.75	59.6875	17.0625
3306	2141	0.143453	168.4375	151.375	17.0625
3306	2145	0.145764	589.457944	574.663551	14.794393
3306	2144	0.142948	323.454545	306.409091	17.045455
3306	2148	0.145761	579.743119	564.853211	14.889908
3306	2147	0.14453	323.454545	306.409091	17.045455
3306	2149	0.143119	68	50.916667	17.083333
3306	2150	0.142514	241.6	224.55	17.05
3306	2152	0.143236	76.75	59.6875	17.0625
3306	2151	0.14364	168.4375	151.375	17.0625
3306	2154	0.14597	579.743119	564.853211	14.889908
3306	2153	0.143136	323.454545	306.409091	17.045455
3306	2157	0.142832	261.777778	245.055556	16.722222
3306	2156	0.143818	68	50.916667	17.083333
3306	2159	0.14607	584.555556	569.712963	14.842593
3306	2158	0.142916	323.454545	306.409091	17.045455
3306	2174	0.14613	589.457944	574.663551	14.794393
21	4936	0.091817	133.25	117.178571	16.071429
21	4953	0.092413	128.166667	111.833333	16.333333
21	1041	0.197215	127.645161	111.580645	16.064516
21	1118	0.084371	130.896552	114.689655	16.206897
21	1126	0.083051	130.896552	114.689655	16.206897
21	1135	0.139707	126.1875	110	16.1875
21	1621	0.184496	122.914286	106.571429	16.342857
21	1633	0.141537	124	107.8125	16.1875
21	2128	0.113433	133.733333	117.6	16.133333
21	2146	0.085603	128.433333	112.1	16.333333
21	2153	0.083477	130.586207	114.37931	16.206897
21	2162	0.249709	126.032258	109.580645	16.451613
21	2176	0.124696	123.818182	107.515152	16.30303
21	2187	0.083038	133.464286	117.392857	16.071429
21	2200	0.092506	129	112.625	16.375
21	2221	0.120873	128.166667	111.833333	16.333333
21	2234	0.122672	164.823529	148.235294	16.588235
21	2247	0.308569	120.117647	103.705882	16.411765
3109	20	0.000297	426.950554	411.105627	15.844927
3108	20	0.00011	450.467043	434.919021	15.548023
3111	20	0.000129	434.193069	418.470297	15.722772
3110	20	0.000138	438.85213	423.182957	15.669173
3114	20	0.000288	414.049618	398.080153	15.969466
3113	20	0.000268	419.553922	403.70098	15.852941
3112	20	0.000181	440.032143	424.382143	15.65
3115	20	0.000238	433.814672	418.100386	15.714286
3118	20	0.000337	421.713948	405.822695	15.891253
3117	20	0.000225	438.011811	422.358268	15.653543
3116	20	0.000081	439.684814	424.008596	15.676218
3123	20	0.000163	452.45122	436.963415	15.487805
3122	20	0.000337	414.886121	398.964413	15.921708
3121	20	0.000171	449.282258	433.758065	15.524194
3120	20	0.000313	419.851541	403.969188	15.882353
3124	20	0.000299	432.079442	416.29442	15.785022
3119	20	0.000303	393.561404	377.561404	16
3125	20	0.000322	421.607107	405.706078	15.90103
3127	20	0.000329	419.364648	403.436197	15.928451
12700	3282	0.1403	78.2	60.8	17.4
18067	3284	0.131521	106	88	18
5429	3286	0.151185	487.5	470.333333	17.166667
56469	3288	0.103354	67.875	49.875	18
60046	3290	0.105012	91.875	73.875	18
41207	3294	0.126072	102.5	84.5	18
39417	3292	0.100744	82.5	64.5	18
56151	35719	0.002377	288.59375	271.59375	17
53461	1557	0.045665	123.272727	105.272727	18
32757	4345	0.017197	748.15	731.3	16.85
43443	63216	0.150998	122.909091	105.090909	17.818182
45661	63225	0.005654	390.012432	373.756837	16.255594
50098	63234	0.003272	374.28381	357.872381	16.411429
41484	63243	0.151091	120.818182	103	17.818182
59125	44038	0.000217	311.221053	294.252632	16.968421
51066	53506	0.000165	311.221053	294.252632	16.968421
47042	62534	0.000284	274.166667	257.166667	17
52033	36284	0.014701	317.066667	300.333333	16.733333
48781	3651	0.113726	68.75	50.75	18
25	2765	0.016747	161.529412	145.323529	16.205882
25	3361	0.000245	479.693548	464.798387	14.895161
25	3400	0.016438	158.428571	142.114286	16.314286
25	3701	0.046297	140.764706	124.382353	16.382353
25	1404	0.296325	182.527778	166.555556	15.972222
25	1825	0.000722	372.032448	355.831858	16.20059
25	2058	0.296366	161.454545	145.484848	15.969697
